epoch,epoch_at_log,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,grad_norm,learning_rate,loss,step,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
2.500823723228995,2.500823723228995,,,,,0.8513012528419495,3.5779816513761474e-05,0.820139217376709,190,,,,,
2.5667215815485998,2.5667215815485998,,,,,0.732729971408844,3.119266055045872e-05,0.8436615943908692,195,,,,,
2.632619439868204,2.632619439868204,,,,,0.7482395768165588,2.6605504587155967e-05,0.772775411605835,200,,,,,
2.632619439868204,2.632619439868204,0.9303371906280518,274.8368,0.247,0.247,,,,200,,,,,
2.698517298187809,2.698517298187809,,,,,0.7179139256477356,2.2018348623853213e-05,0.8504378318786621,205,,,,,
2.7644151565074138,2.7644151565074138,,,,,0.775991678237915,1.743119266055046e-05,0.8337577819824219,210,,,,,
2.830313014827018,2.830313014827018,,,,,0.7521864771842957,1.2844036697247708e-05,0.7624596118927002,215,,,,,
2.8962108731466225,2.8962108731466225,,,,,0.7349279522895813,8.256880733944954e-06,0.8129928588867188,220,,,,,
2.8962108731466225,2.8962108731466225,0.9287822246551514,283.266,0.24,0.24,,,,220,,,,,
2.9621087314662273,2.9621087314662273,,,,,0.8863427042961121,3.6697247706422022e-06,0.8210046768188477,225,,,,,
3.0,3.0,0.9286510944366455,292.6299,0.232,0.232,,,,228,,,,,
3.0,3.0,,,,,,,,228,2.10585402229248e+16,0.27515108125251636,14287.8793,0.127,0.016
